MSSubClass,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,Fireplaces,GarageType,GarageFinish,GarageCars,WoodDeckSF,OpenPorchSF,MoSold,YrSold
_2,77.0,9320.0,IR1,Inside,NAmes,1Story,4,5,1959,1959,Gable,Plywood,0.0,TA,CBlock,TA,No,ALQ,569.0,381.0,950.0,Fa,0.0,1225.0,1,1,1,3,TA,0,Attchd,RFn,0,352.0,0.0,1,2010
_2,70.0,10603.0,IR1,Inside,NWAmes,1Story,6,7,1977,2001,Gable,Plywood,28.0,TA,PConc,TA,Mn,ALQ,1200.0,410.0,1610.0,Gd,0.0,1610.0,1,2,0,3,Gd,2,Attchd,RFn,2,168.0,68.0,2,2010
_3,77.0,9206.0,Reg,Inside,other_2,2Story,6,5,1985,1985,Gable,HdBoard,336.0,Gd,CBlock,Gd,No,Unf,0.0,741.0,741.0,TA,755.0,1732.0,0,2,1,3,Gd,1,Attchd,Fin,2,192.0,46.0,6,2010
_1,64.0,7018.0,Reg,Inside,other_2,1Story,5,5,1979,1979,Gable,HdBoard,0.0,TA,Slab,Gd,No,GLQ,0.0,0.0,0.0,TA,0.0,1535.0,0,2,0,4,TA,0,Attchd,Unf,2,0.0,0.0,6,2009
_2,94.0,10402.0,IR1,Corner,CollgCr,1Story,7,5,2009,2009,Gable,VinylSd,0.0,TA,PConc,Gd,No,Unf,0.0,1226.0,1226.0,Ex,0.0,1226.0,0,2,0,3,Gd,0,Attchd,RFn,3,0.0,36.0,5,2010
_1,70.0,7758.0,Reg,Corner,other_1,1.5Fin,7,4,1931,1950,Gable,other,600.0,TA,PConc,TA,No,LwQ,224.0,816.0,1040.0,Ex,592.0,1818.0,0,1,1,4,TA,2,Detchd,Unf,1,0.0,0.0,6,2007
_3,75.0,9375.0,Reg,Inside,Somerst,2Story,8,5,2003,2004,Hip,VinylSd,768.0,Gd,PConc,Ex,No,Unf,0.0,1053.0,1053.0,Ex,939.0,1992.0,0,2,1,3,Gd,1,Attchd,RFn,2,140.0,45.0,8,2008
_1,60.0,10800.0,Reg,Inside,OldTown,1Story,4,7,1885,1995,Mansard,VinylSd,0.0,TA,BrkTil,Fa,No,Unf,0.0,641.0,641.0,Gd,0.0,1047.0,0,1,0,2,TA,0,Detchd,Unf,1,0.0,0.0,8,2007
_2,50.0,6000.0,Reg,Inside,OldTown,1Story,5,5,1948,1950,Gable,VinylSd,0.0,TA,CBlock,TA,No,ALQ,104.0,516.0,789.0,Ex,0.0,789.0,0,1,0,2,TA,0,Detchd,Unf,1,0.0,0.0,4,2008
_1,85.0,8500.0,Reg,Corner,other_1,1.5Fin,5,7,1919,2005,Gable,CemntBd,0.0,TA,CBlock,TA,No,Unf,0.0,793.0,793.0,TA,520.0,1517.0,0,2,0,3,Fa,0,Attchd,RFn,0,0.0,0.0,8,2007
_2,105.0,11751.0,IR1,Inside,NWAmes,1Story,6,6,1977,1977,Hip,Plywood,480.0,TA,CBlock,Gd,No,BLQ,705.0,1139.0,1844.0,Ex,0.0,1844.0,0,2,0,3,TA,1,Attchd,RFn,2,0.0,122.0,1,2010
_1,75.0,9525.0,Reg,Inside,Edwards,1.5Fin,6,4,1954,1972,Gable,Wd Sdng,0.0,TA,CBlock,TA,No,Rec,444.0,550.0,994.0,Gd,639.0,1855.0,0,2,0,4,TA,0,Attchd,Unf,1,182.0,0.0,10,2006
_2,70.0,7750.0,IR1,Inside,Gilbert,SLvl,7,5,2000,2000,Gable,VinylSd,0.0,TA,PConc,Gd,No,GLQ,250.0,134.0,384.0,Ex,656.0,1430.0,0,2,1,3,TA,1,BuiltIn,Fin,2,180.0,0.0,4,2010
_3,77.0,9965.0,Reg,Inside,CollgCr,2Story,7,5,2007,2007,Gable,VinylSd,220.0,Gd,PConc,Ex,Av,GLQ,984.0,280.0,1264.0,Ex,1414.0,2696.0,1,2,1,4,Ex,1,BuiltIn,Fin,3,120.0,184.0,10,2007
_2,70.0,21000.0,Reg,Corner,other_3,1Story,6,5,1953,1953,Hip,Wd Sdng,184.0,TA,CBlock,Gd,Mn,ALQ,35.0,905.0,1809.0,TA,0.0,2259.0,1,2,0,3,Gd,2,Basment,Unf,2,166.0,120.0,10,2007
_2,61.0,7259.0,IR1,Inside,other_3,2Story,6,8,1945,2002,Gambrel,Wd Sdng,0.0,TA,CBlock,TA,No,ALQ,774.0,104.0,1028.0,Ex,884.0,2320.0,1,2,1,3,Gd,1,Detchd,Unf,1,224.0,0.0,7,2007
_1,34.0,3230.0,Reg,Corner,Somerst,2Story,6,5,1999,1999,Gable,MetalSd,791.2800000000007,TA,PConc,Gd,No,GLQ,419.0,310.0,729.0,Gd,729.0,1458.0,0,2,1,2,TA,1,Detchd,Unf,2,0.0,32.0,6,2007
_2,70.0,11616.0,Reg,Inside,Sawyer,1Story,5,5,1962,1962,Gable,Wd Sdng,116.0,TA,CBlock,TA,No,LwQ,170.0,252.0,1092.0,TA,0.0,1092.0,0,1,0,3,TA,1,Attchd,Unf,1,0.0,20.0,9,2009
_2,74.0,8536.0,Reg,Corner,Edwards,1Story,5,5,2006,2007,Gable,VinylSd,0.0,TA,PConc,Gd,No,Unf,0.0,1125.0,1125.0,Gd,0.0,1125.0,0,1,1,2,TA,0,Attchd,Unf,2,80.0,64.0,4,2007
_3,90.0,12376.0,Reg,Corner,other_2,2Story,7,5,1990,1990,Hip,Plywood,0.0,TA,PConc,Gd,Mn,GLQ,1470.0,203.0,1673.0,Gd,1418.920000000001,3123.4800000000023,1,3,0,5,Gd,2,Attchd,Unf,3,367.0,0.0,5,2010
_3,65.0,8461.0,Reg,Inside,CollgCr,2Story,6,5,2005,2006,Gable,VinylSd,0.0,Gd,PConc,Gd,No,Unf,0.0,728.0,728.0,Ex,728.0,1456.0,0,2,1,3,Gd,1,Attchd,Fin,2,0.0,24.0,7,2006
_2,70.0,21453.0,IR1,CulDSac,other_3,SLvl,6,5,1969,1969,Flat,Plywood,0.0,TA,CBlock,TA,Gd,ALQ,938.0,0.0,938.0,Ex,0.0,988.0,1,1,0,1,TA,2,Attchd,Unf,2,0.0,130.0,10,2006
_1,50.0,6060.0,Reg,Inside,other_1,1.5Fin,4,5,1939,1950,Gable,other,0.0,TA,PConc,TA,No,Unf,0.0,732.0,732.0,Gd,351.0,1123.0,0,1,0,3,TA,0,Detchd,Unf,1,0.0,0.0,6,2007
_2,75.0,9464.0,Reg,Corner,NAmes,1Story,6,7,1958,1958,Hip,MetalSd,135.0,TA,CBlock,TA,No,BLQ,570.0,510.0,1080.0,Gd,0.0,1080.0,0,1,0,3,TA,0,Attchd,Unf,1,0.0,0.0,6,2008
_2,55.0,7892.0,Reg,Inside,other_2,1Story,6,5,1993,1993,Gable,Plywood,0.0,Gd,PConc,Gd,No,GLQ,300.0,899.0,1199.0,Ex,0.0,1199.0,0,2,0,2,Gd,0,Attchd,RFn,2,0.0,63.0,3,2008
_2,48.0,17043.0,IR1,CulDSac,NWAmes,1Story,6,5,1979,1998,Gable,HdBoard,0.0,TA,CBlock,Gd,No,Unf,0.0,1362.0,1362.0,TA,0.0,1586.0,0,2,0,3,TA,1,Attchd,Unf,2,192.0,0.0,1,2009
_1,60.0,6780.0,Reg,Inside,other_1,1.5Fin,6,8,1935,1982,Gable,Wd Sdng,0.0,TA,CBlock,TA,Av,GLQ,490.0,30.0,520.0,Gd,0.0,754.0,1,1,0,2,TA,0,Attchd,RFn,0,53.0,0.0,6,2006
_2,70.0,4928.0,IR1,Inside,other_1,1Story,6,5,1976,1976,Gable,Plywood,0.0,TA,CBlock,Gd,No,ALQ,120.0,958.0,1078.0,TA,0.0,958.0,0,2,0,2,TA,1,Attchd,RFn,2,0.0,205.0,2,2007
_1,55.0,4388.0,IR1,Inside,OldTown,other,5,7,1930,1950,Gable,other,0.0,TA,BrkTil,TA,No,LwQ,116.0,556.0,672.0,Ex,0.0,840.0,0,1,0,3,TA,1,Attchd,RFn,0,0.0,0.0,6,2007
_3,69.0,7590.0,Reg,Inside,NAmes,2Story,6,5,1966,1966,Gable,VinylSd,266.0,TA,CBlock,TA,No,BLQ,512.0,148.0,660.0,TA,688.0,1348.0,0,1,1,3,TA,1,Attchd,RFn,2,188.0,108.0,7,2006
_2,69.0,8973.0,Reg,Inside,NAmes,1Story,5,7,1958,1991,Gable,Plywood,85.0,TA,CBlock,TA,No,Rec,567.0,413.0,1008.0,TA,0.0,1053.0,0,1,1,3,Ex,0,2Types,RFn,2,0.0,80.0,7,2006
_3,88.0,14200.0,Reg,Corner,NAmes,2Story,7,6,1966,1966,Gable,MetalSd,309.0,TA,CBlock,TA,No,Rec,445.0,479.0,924.0,Ex,941.0,2157.0,0,2,1,4,Gd,2,Attchd,Fin,2,105.0,66.0,5,2006
_3,70.0,12224.0,IR1,Corner,Gilbert,2Story,6,5,2000,2000,Gable,VinylSd,40.0,Gd,PConc,Gd,No,GLQ,695.0,297.0,992.0,Ex,1032.0,2054.0,1,2,1,3,Gd,1,BuiltIn,RFn,2,24.0,48.0,7,2009
_2,75.0,7388.0,Reg,Corner,NAmes,1Story,5,6,1959,2002,Gable,MetalSd,0.0,TA,CBlock,TA,No,Rec,405.0,658.0,1063.0,Gd,0.0,1327.0,1,1,0,3,Gd,0,Detchd,Unf,2,0.0,0.0,7,2007
_2,70.0,6853.0,IR1,Inside,other_3,1Story,8,5,2001,2002,Gable,VinylSd,136.0,Gd,PConc,Ex,No,GLQ,1005.0,262.0,1267.0,Ex,0.0,1296.0,1,2,0,2,Gd,0,Attchd,Fin,2,192.0,25.0,6,2009
_2,78.0,10335.0,IR1,Inside,Sawyer,1Story,5,6,1968,1993,Gable,Plywood,0.0,TA,CBlock,TA,No,Rec,570.0,891.0,1461.0,Gd,0.0,1721.0,0,2,1,3,TA,1,Attchd,RFn,2,0.0,96.0,7,2006
_2,80.0,10400.0,Reg,Inside,NWAmes,1Story,7,6,1970,1970,Hip,Plywood,288.0,TA,PConc,TA,No,Unf,0.0,1304.0,1304.0,Gd,0.0,1682.0,0,2,0,3,TA,1,Attchd,Unf,2,98.0,0.0,5,2008
_2,70.0,10355.0,IR1,Corner,NAmes,1Story,5,5,1967,1967,Gable,MetalSd,196.0,TA,CBlock,TA,No,BLQ,695.0,519.0,1214.0,TA,0.0,1214.0,0,2,0,3,TA,1,Attchd,RFn,1,0.0,111.0,7,2007
_1,82.0,11070.0,Reg,Inside,other_2,1Story,7,5,1988,1989,Gable,VinylSd,70.0,TA,CBlock,TA,No,Unf,0.0,1797.0500000000004,1907.0,Gd,0.0,1959.0,0,3,0,5,TA,0,2Types,Unf,3,0.0,0.0,7,2006
_3,73.0,9066.0,IR1,Inside,CollgCr,2Story,8,5,1999,2000,Gable,VinylSd,320.0,Gd,PConc,Gd,Mn,GLQ,668.0,336.0,1004.0,Ex,848.0,1852.0,0,2,1,3,Gd,2,Attchd,Fin,3,224.0,106.0,12,2008
_3,65.0,15426.0,IR1,Inside,CollgCr,2Story,6,5,1997,1997,Gable,VinylSd,0.0,TA,PConc,Gd,No,GLQ,821.0,107.0,928.0,Ex,836.0,1764.0,1,2,1,3,Gd,0,Attchd,RFn,2,276.0,99.0,8,2009
_2,70.0,10500.0,Reg,FR2,NAmes,1Story,4,5,1971,1971,Gable,HdBoard,0.0,TA,CBlock,TA,No,ALQ,432.0,432.0,864.0,TA,0.0,864.0,0,1,0,3,TA,1,Attchd,RFn,0,0.0,0.0,4,2010
_2,78.0,11645.0,Reg,Inside,CollgCr,1Story,7,5,2005,2005,Gable,VinylSd,0.0,Gd,PConc,Gd,Av,GLQ,1300.0,434.0,1734.0,Ex,0.0,1734.0,1,2,0,3,Gd,0,Attchd,Fin,2,160.0,24.0,1,2006
_1,71.0,8520.0,Reg,Corner,NAmes,1.5Fin,5,4,1952,1952,Gable,BrkFace,0.0,TA,CBlock,TA,No,Rec,507.0,403.0,910.0,Fa,475.0,1385.0,0,2,0,4,TA,0,Detchd,Unf,2,0.0,0.0,6,2010
_2,78.0,10335.0,IR1,Inside,CollgCr,1Story,7,5,1999,1999,Gable,VinylSd,183.0,Gd,PConc,Gd,Gd,GLQ,679.0,811.0,1490.0,Ex,0.0,1501.0,1,2,0,3,Gd,0,Attchd,RFn,2,144.0,29.0,6,2009
_1,70.0,9100.0,Reg,Inside,Sawyer,1Story,5,5,1963,1963,Gable,HdBoard,336.0,TA,CBlock,TA,No,Rec,1332.0,396.0,1728.0,TA,0.0,1728.0,1,2,0,6,TA,0,Detchd,Unf,2,0.0,0.0,11,2006
_1,24.0,2522.0,Reg,Inside,Edwards,2Story,6,5,2004,2006,Gable,VinylSd,50.0,Gd,PConc,Gd,No,Unf,0.0,970.0,970.0,Ex,739.0,1709.0,0,2,0,3,Gd,0,Detchd,Unf,2,0.0,40.0,4,2006
_1,51.0,6120.0,Reg,Corner,other_1,1Story,5,7,1931,1993,Gable,Wd Sdng,0.0,TA,BrkTil,TA,No,BLQ,209.0,506.0,715.0,TA,0.0,875.0,1,1,0,2,TA,0,Detchd,Unf,1,48.0,0.0,11,2009
_3,70.0,9505.0,IR1,CulDSac,Gilbert,2Story,7,5,2001,2001,Gable,VinylSd,180.0,Gd,PConc,Gd,No,Unf,0.0,884.0,884.0,Ex,1151.0,2035.0,0,2,1,3,Gd,1,BuiltIn,Fin,2,144.0,48.0,5,2010
_2,63.0,7500.0,Reg,Inside,other_2,1Story,7,5,2004,2005,Gable,VinylSd,120.0,TA,PConc,Gd,No,GLQ,680.0,400.0,1080.0,Ex,0.0,1080.0,1,1,0,3,Gd,0,Attchd,RFn,0,0.0,0.0,4,2008
_1,70.0,6240.0,Reg,Inside,other_1,1.5Fin,5,4,1936,1950,Gable,MetalSd,0.0,TA,BrkTil,Gd,No,Unf,0.0,896.0,896.0,Gd,448.0,1344.0,0,1,0,3,TA,0,Detchd,Unf,1,200.0,114.0,4,2006
_2,120.0,10356.0,Reg,Corner,CollgCr,1Story,5,6,1975,1975,Gable,HdBoard,0.0,TA,CBlock,TA,Av,BLQ,716.0,253.0,969.0,TA,0.0,969.0,0,1,1,3,TA,0,Attchd,Unf,2,0.0,0.0,1,2007
_2,107.0,13891.0,Reg,Inside,NridgHt,1Story,8,5,2007,2008,Hip,VinylSd,436.0,Gd,PConc,Ex,Gd,GLQ,1400.0,310.0,1710.0,Ex,0.0,1710.0,1,2,0,2,Gd,1,Attchd,RFn,3,0.0,102.0,1,2008
_3,70.0,14803.0,IR1,CulDSac,NWAmes,2Story,6,5,1971,1971,Gable,HdBoard,252.0,TA,CBlock,TA,No,Rec,416.0,409.0,825.0,Gd,896.0,1993.0,0,2,1,4,TA,1,Attchd,RFn,2,0.0,66.0,6,2006
_2,70.0,13500.0,Reg,Inside,other_3,1Story,6,7,1960,1975,Flat,BrkFace,0.0,TA,CBlock,Gd,Gd,BLQ,429.0,93.0,1602.0,Gd,0.0,1252.0,1,1,0,1,TA,1,Attchd,RFn,2,409.0,0.0,3,2008
_1,84.0,11340.0,Reg,Corner,OldTown,1Story,6,5,1923,1950,Gable,Wd Sdng,0.0,TA,BrkTil,TA,No,Unf,0.0,1200.0,1200.0,TA,0.0,1200.0,0,1,0,4,TA,0,Detchd,Unf,1,0.0,0.0,3,2006
_1,60.0,9600.0,Reg,Corner,Edwards,1.5Fin,6,5,1924,1950,Gable,Wd Sdng,0.0,TA,BrkTil,TA,No,Unf,0.0,572.0,572.0,Fa,524.0,1096.0,0,1,0,2,TA,0,Attchd,RFn,0,0.0,8.0,4,2008
_2,60.0,7200.0,Reg,Inside,NAmes,1Story,5,7,1950,1950,Hip,Wd Sdng,0.0,TA,CBlock,Gd,No,GLQ,0.0,0.0,0.0,TA,0.0,1040.0,0,1,0,2,TA,0,Detchd,Unf,2,0.0,0.0,6,2006
_3,92.0,12003.0,Reg,Corner,other_3,2Story,8,5,2009,2010,Gable,VinylSd,84.0,Gd,PConc,Ex,No,Unf,0.0,774.0,774.0,Ex,1194.0,1968.0,0,2,1,4,Ex,1,BuiltIn,Fin,3,0.0,75.0,5,2010
_3,100.0,12552.0,Reg,Corner,Somerst,2Story,7,5,2004,2005,Gable,VinylSd,0.0,Gd,PConc,Gd,No,GLQ,222.0,769.0,991.0,Ex,956.0,1947.0,0,2,1,3,Gd,1,Attchd,RFn,2,0.0,136.0,5,2010
_3,134.0,19378.0,IR1,Corner,Gilbert,2Story,7,5,2005,2006,Gable,VinylSd,456.0,Gd,PConc,Gd,Mn,GLQ,57.0,1335.0,1392.0,Ex,1070.0,2462.0,1,2,1,4,Gd,1,Attchd,RFn,2,239.0,132.0,3,2006
_2,70.0,11120.0,IR1,CulDSac,other_3,1Story,6,6,1984,1984,Gable,Plywood,0.0,TA,PConc,Gd,No,BLQ,660.0,572.0,1232.0,TA,0.0,1232.0,0,2,0,3,TA,0,Attchd,Unf,2,0.0,0.0,6,2008
_3,110.0,13688.0,IR1,Inside,NridgHt,2Story,9,5,2003,2004,Gable,VinylSd,664.0,Gd,PConc,Ex,Av,GLQ,1016.0,556.0,1572.0,Ex,1096.0,2668.0,1,2,1,3,Ex,2,BuiltIn,Fin,3,400.0,0.0,3,2008
_2,95.0,12182.0,Reg,Corner,NridgHt,1Story,7,5,2005,2005,Gable,VinylSd,226.0,Gd,PConc,Gd,Mn,BLQ,1201.0,340.0,1541.0,Ex,0.0,1541.0,0,2,0,3,Gd,1,Attchd,RFn,2,0.0,70.0,5,2010
_1,55.0,5500.0,Reg,Inside,OldTown,other,4,6,1956,1956,Gable,MetalSd,0.0,TA,CBlock,TA,No,Unf,0.0,882.0,882.0,Ex,0.0,882.0,0,1,0,1,TA,0,Attchd,RFn,0,0.0,0.0,4,2007
_2,40.0,5400.0,Reg,Corner,OldTown,1Story,6,7,1926,2004,Gable,MetalSd,0.0,TA,BrkTil,TA,Mn,LwQ,370.0,779.0,1149.0,Gd,467.0,1616.0,0,2,0,3,Gd,0,Detchd,Unf,1,0.0,0.0,10,2007
_1,62.0,10106.0,Reg,Inside,Edwards,1.5Fin,5,7,1940,1999,Gable,Wd Sdng,0.0,TA,BrkTil,TA,No,ALQ,351.0,112.0,644.0,Gd,547.0,1355.0,1,2,0,4,TA,0,Attchd,RFn,0,140.0,0.0,9,2008
_2,70.0,10708.0,IR1,Inside,other_3,1Story,5,5,1955,1993,Hip,Wd Sdng,0.0,Gd,CBlock,TA,No,LwQ,379.0,470.0,1617.0,Ex,0.0,1867.0,1,1,0,2,TA,3,Attchd,Fin,1,476.0,0.0,11,2009
_3,86.0,10562.0,Reg,Inside,NridgHt,2Story,8,5,2007,2007,Gable,VinylSd,300.0,Gd,PConc,Ex,No,GLQ,1288.0,294.0,1582.0,Ex,551.0,2161.0,1,1,1,3,Ex,1,Attchd,Fin,3,178.0,120.0,11,2007
_3,62.0,8244.0,IR1,Inside,Gilbert,2Story,7,5,2004,2004,Gable,VinylSd,0.0,Gd,PConc,Gd,No,Unf,0.0,840.0,840.0,Ex,880.0,1720.0,0,2,1,3,Gd,1,Attchd,Fin,2,100.0,48.0,5,2007
_2,70.0,16669.0,IR1,Corner,other_3,1Story,8,6,1981,1981,Hip,Plywood,653.0,Gd,CBlock,Gd,No,Unf,0.0,1686.0,1686.0,TA,0.0,1707.0,0,2,1,2,TA,1,Attchd,RFn,2,505.4600000000005,64.0,1,2006
_1,70.0,12358.0,IR1,Inside,OldTown,1.5Fin,5,6,1941,1950,Gable,MetalSd,0.0,TA,CBlock,TA,No,Rec,360.0,360.0,720.0,TA,0.0,1382.0,0,1,1,2,TA,0,Detchd,Unf,2,237.0,0.0,5,2007
_2,137.41000000000008,31770.0,IR1,Corner,NAmes,1Story,6,5,1960,1960,Hip,BrkFace,112.0,TA,CBlock,TA,Gd,BLQ,639.0,441.0,1080.0,Fa,0.0,1656.0,1,1,0,3,TA,2,Attchd,Fin,2,210.0,62.0,5,2010
_1,44.0,5306.0,IR1,Inside,other_4,2Story,7,7,1987,1987,Gable,HdBoard,0.0,Gd,PConc,Gd,No,GLQ,495.0,354.0,1064.0,Gd,703.0,1767.0,1,2,0,2,Gd,1,Attchd,RFn,2,441.0,35.0,6,2006
_2,80.0,10197.0,IR1,Inside,NAmes,1Story,6,5,1961,1961,Gable,other,491.0,TA,CBlock,TA,No,ALQ,288.0,700.0,1362.0,TA,0.0,1362.0,1,1,1,3,TA,1,Attchd,Unf,2,0.0,20.0,6,2008
_2,47.0,12416.0,IR1,Inside,other_3,1Story,6,5,1986,1986,Gable,VinylSd,132.0,TA,CBlock,Gd,No,ALQ,1398.0,0.0,1606.0,TA,0.0,1651.0,1,2,0,3,TA,1,Attchd,Fin,2,192.0,0.0,11,2008
_2,84.0,12615.0,Reg,Corner,Edwards,1Story,6,7,1950,2001,Gable,other,0.0,TA,CBlock,TA,Av,ALQ,477.0,725.0,1202.0,TA,0.0,2158.0,1,2,0,4,Gd,1,Attchd,Unf,2,0.0,29.0,6,2007
_3,97.0,10029.0,IR1,Corner,other_3,2Story,6,5,1988,1989,Gable,Plywood,268.0,Gd,PConc,Gd,No,GLQ,831.0,320.0,1151.0,TA,896.0,2060.0,0,2,1,4,TA,1,Attchd,Unf,2,0.0,228.0,9,2007
_1,70.0,13650.0,Reg,Inside,Sawyer,1.5Fin,5,5,1958,1958,Gable,MetalSd,0.0,Gd,CBlock,TA,No,ALQ,57.0,554.0,1052.0,Ex,668.0,1920.0,1,2,0,4,Gd,1,Attchd,Unf,2,0.0,0.0,7,2006
_2,63.0,17423.0,IR1,CulDSac,other_4,1Story,9,5,2008,2009,Hip,VinylSd,748.0,Ex,PConc,Ex,No,GLQ,1572.41,312.0,2155.05,Ex,0.0,2234.0,1,2,0,1,Ex,1,Attchd,Fin,3,0.0,60.0,7,2009
_1,60.0,8520.0,Reg,Inside,OldTown,1Story,5,6,1923,2006,Gable,Wd Sdng,0.0,Gd,CBlock,TA,No,Unf,0.0,968.0,968.0,TA,0.0,968.0,0,1,0,2,TA,0,Detchd,Unf,2,0.0,0.0,7,2007
_1,70.0,2117.0,Reg,Inside,Somerst,2Story,6,5,2000,2000,Gable,MetalSd,456.0,Gd,PConc,Gd,No,GLQ,436.0,320.0,756.0,Ex,756.0,1525.0,0,2,1,3,Gd,1,Detchd,Unf,2,0.0,0.0,6,2007
_2,54.0,7588.0,Reg,Inside,other_3,2Story,7,6,1920,1950,Gable,other,0.0,TA,BrkTil,Fa,No,LwQ,352.0,441.0,793.0,Gd,901.0,1802.0,0,1,1,4,TA,1,Detchd,Unf,1,0.0,0.0,7,2006
_2,60.0,9060.0,Reg,Inside,Edwards,1Story,5,6,1957,2006,Hip,Wd Sdng,98.0,TA,PConc,Gd,No,GLQ,0.0,0.0,0.0,Ex,0.0,1340.0,0,1,0,3,TA,1,Attchd,RFn,1,116.0,0.0,6,2007
_1,63.0,11426.0,Reg,Inside,OldTown,1.5Fin,7,5,2003,2003,Gable,VinylSd,0.0,TA,PConc,Gd,No,Unf,0.0,1362.0,1362.0,Ex,720.0,2082.0,0,2,1,3,Gd,0,Detchd,Unf,2,280.0,238.0,6,2008
_1,92.0,7438.0,IR1,Inside,other_1,1.5Fin,5,8,1908,1991,Gable,other,0.0,TA,PConc,Fa,No,Unf,0.0,504.0,504.0,Gd,316.0,1252.0,0,1,0,3,TA,0,Attchd,Unf,2,104.0,0.0,6,2006
_2,90.0,22950.0,IR2,Inside,OldTown,2.5Fin,10,9,1892,1993,Gable,Wd Sdng,0.0,Gd,BrkTil,TA,Mn,Unf,0.0,1107.0,1107.0,Ex,1418.920000000001,3123.4800000000023,0,2,1,4,Ex,2,Detchd,Unf,3,0.0,260.0,6,2006
_2,70.0,9947.0,IR1,CulDSac,other_2,SLvl,7,5,1990,1991,Gable,HdBoard,0.0,TA,PConc,Gd,Av,GLQ,611.0,577.0,1188.0,Ex,0.0,1217.0,1,2,0,3,Gd,0,Attchd,Unf,2,168.0,27.0,6,2009
_1,60.0,10410.0,Reg,Inside,OldTown,1.5Fin,5,7,1916,1987,Gable,HdBoard,0.0,TA,CBlock,Fa,No,Unf,0.0,660.0,660.0,Ex,704.0,1656.0,0,2,1,3,TA,0,Detchd,Unf,1,0.0,0.0,8,2009
_1,64.0,7018.0,Reg,Inside,other_2,other,5,5,1979,1979,Gable,Plywood,275.0,TA,CBlock,Gd,Av,GLQ,1086.0,0.0,1086.0,TA,0.0,1224.0,2,0,2,2,TA,2,Detchd,Unf,2,120.0,0.0,6,2009
_2,41.0,4923.0,Reg,Inside,other_4,1Story,8,5,2001,2002,Gable,CemntBd,0.0,Gd,PConc,Ex,Av,GLQ,1153.0,440.0,1593.0,Ex,0.0,1593.0,1,1,1,0,Ex,1,Attchd,Fin,2,0.0,120.0,8,2008
_2,70.0,10570.0,Reg,Inside,other_3,2Story,8,8,1932,1994,Hip,BrkFace,0.0,Gd,CBlock,Gd,No,Rec,297.0,556.0,853.0,TA,1178.0,2727.0,0,2,1,3,Gd,2,Detchd,Unf,2,0.0,74.0,12,2007
_3,70.0,7472.0,IR1,CulDSac,NAmes,2Story,7,9,1972,2004,Gable,HdBoard,138.0,TA,CBlock,TA,No,ALQ,626.0,99.0,725.0,Gd,754.0,1479.0,1,1,1,4,Gd,0,Attchd,Fin,2,0.0,32.0,6,2007
_2,68.0,9017.0,IR1,Inside,CollgCr,1Story,7,5,1999,1999,Gable,VinylSd,0.0,Gd,PConc,Gd,Av,GLQ,560.0,871.0,1431.0,Ex,0.0,1431.0,1,2,0,3,Gd,0,Attchd,Fin,2,0.0,35.0,9,2009
_1,24.0,2522.0,Reg,Inside,Edwards,2Story,7,5,2004,2004,Gable,VinylSd,50.0,Gd,PConc,Gd,No,Unf,0.0,970.0,970.0,Ex,739.0,1709.0,0,2,0,3,Gd,0,Detchd,Unf,2,0.0,40.0,5,2006
_2,60.0,7180.0,IR1,Inside,CollgCr,1Story,5,7,1972,1972,Hip,HdBoard,0.0,TA,CBlock,TA,Av,ALQ,390.0,474.0,864.0,TA,0.0,864.0,0,1,0,3,TA,0,Detchd,Unf,1,0.0,0.0,5,2008
_1,24.0,2280.0,Reg,FR2,other_1,2Story,6,6,1976,1976,Gable,Plywood,0.0,TA,CBlock,Gd,No,ALQ,566.0,289.0,855.0,TA,601.0,1456.0,0,2,1,3,TA,1,Attchd,Unf,2,87.0,0.0,7,2009
_2,79.0,9416.0,Reg,Inside,Somerst,1Story,7,5,2007,2007,Hip,CemntBd,205.0,Ex,PConc,Ex,No,GLQ,1126.0,600.0,1726.0,Ex,0.0,1726.0,1,2,0,3,Ex,1,Attchd,Fin,3,171.0,138.0,9,2007
_2,137.41000000000008,25419.0,Reg,Corner,NAmes,2Story,8,4,1918,1990,Gable,other,0.0,Gd,PConc,TA,No,GLQ,1036.0,140.0,1360.0,Gd,1360.0,3112.0,1,2,0,4,Gd,1,Detchd,Unf,2,0.0,16.0,3,2006
_2,92.0,5520.0,Reg,Corner,OldTown,2.5Fin,6,6,1912,1950,Gable,Wd Sdng,0.0,TA,CBlock,TA,No,Unf,0.0,755.0,755.0,Ex,929.0,2229.0,0,1,0,5,TA,0,Attchd,RFn,0,0.0,198.0,7,2009
_2,76.0,9591.0,Reg,Inside,NridgHt,1Story,8,5,2004,2005,Hip,VinylSd,262.0,Gd,PConc,Ex,Av,GLQ,1088.0,625.0,1713.0,Ex,0.0,1713.0,1,2,0,3,Ex,1,Attchd,Fin,3,0.0,26.0,1,2009
